"id","bilderberg_id","type","has_images","images_complete","has_placeholders","is_fragmentary","is_dare_foliated","page_count","repository_id","idno","alt_repository","content_title","content_summary","is_segmented","leaves_count","material_type","leaves_format","leaves_height","leaves_width","written_lines","written_lines_text","column_no","written_height","written_width","hand_number","contemporary_binding","binding_width","binding_height","binding_date","origin_not_before","origin_not_after","origin_date","origin_place","foliation","collation","condition_description","decoration","layout","hand_description","binding_description","acquisition","provenance","additions","gw_no","istc","vd16","edit16","i_aureliensis","content","material_description","origin","doc_editor"
11,BOOK-DARE-M-US-HVN-YMH-15,ms,0,0,0,0,0,"0",5,"15","",No Averroes,,0,"",2,"","","","28","28","1","","","0",0,"","","","","","","","","","","","","","","","","",,,,,,"","","",
12,BOOK-DARE-M-AT-VIE-ONB-5141,ms,0,0,0,0,0,"0",85,"5141","[{""idno"": ""5141"", ""repository"": null}]",Miscellany,,,"156",1,In quarto,,,"28","28","1",,,"0",0,,,,"1500-01-01","1599-12-31","16th century",,"","","","","","","","","[{""text"": ""Once the book was \""Philos., 331\"". "", ""type"": ""text""}]","",,,,,,"","","",
13,BOOK-DARE-M-PL-KRK-BJ-423,ms,0,0,0,0,0,"0",90,"423","",,,,,2,,,,"28","28","1",,,"0",0,,,,,,,,"","","","","","","","","","",,,,,,"","","",
14,BOOK-DARE-M-VA-VAT-BAV-Pal.lat.1031,ms,1,1,0,0,1,"0",1,Pal. lat. 1031,"","Aristoteles, Physica and Metaphysica",,,I + 123 + I,2,,"310","215","33 38","33 38","1","180","135","0",0,,,"1780","1300-01-01","1399-12-31","14th century",France,"[{""text"": ""Foliation from the 17th or 18th century: Paper in the beginning: I, then numbers from 1-123."", ""type"": ""text""}]","[{""text"": ""14IV^112 + (VI-1)^123"", ""type"": ""text""}, {""text"": ""null"", ""type"": ""paragraph""}, {""text"": ""Continous reclaimers."", ""type"": ""text""}]","","[{""type"": ""section_start"", ""section_name"": ""Initial""}, {""text"": ""On f. "", ""type"": ""text""}, {""text"": ""49r-49r"", ""type"": ""locus_multi"", ""to_page"": 2119, ""to_folio"": ""49r"", ""from_page"": 2119, ""from_folio"": ""49r""}, {""type"": ""section_start"", ""section_name"": ""Line""}, {""text"": ""Initial lines are written with white colour on red ground."", ""type"": ""text""}, {""type"": ""section_start"", ""section_name"": ""Initial""}, {""text"": ""Other beginnings of books are decorated with red or blue Fleuronné-initials, some with ornaments, spirals, filled with frog spawn, their ends painted with fishbones."", ""type"": ""text""}, {""type"": ""section_start"", ""section_name"": ""Rubrication""}, {""text"": ""Paragraphs and titles changing in red and blue."", ""type"": ""text""}]","[{""text"": ""Text is set in "", ""type"": ""text""}, {""text"": ""2"", ""type"": ""text""}, {""text"": "" columns. The box with script has the measures "", ""type"": ""text""}, {""type"": ""dimension"", ""width"": ""135"", ""height"": ""180""}, {""text"": ""null"", ""type"": ""paragraph""}, {""text"": ""null"", ""type"": ""paragraph""}, {""text"": ""33-38 lines per column."", ""type"": ""text""}]","[{""text"": ""Written by one hand in Tetualis libraria. Some glosses written in a cursive handwriting."", ""type"": ""text""}]","","","[{""text"": ""Manuscript of the University library. Title given in the catalogue: \""Textus metaphysice et textus ethicorum in pergamento\""."", ""type"": ""text""}]","[{""text"": ""Glosses taken from the Long Commentary on the Physics by "", ""type"": ""text""}, {""text"": ""Averroes"", ""type"": ""person"", ""person"": 85}, {""text"": "". Some are also from "", ""type"": ""text""}, {""text"": ""Giles of Rome"", ""type"": ""person"", ""person"": 211}, {""text"": "": i.e. f. "", ""type"": ""text""}, {""text"": ""23v-23v"", ""type"": ""locus_multi"", ""to_page"": 2068, ""to_folio"": ""23v"", ""from_page"": 2068, ""from_folio"": ""23v""}, {""text"": "": Nota secundum quod dicit "", ""type"": ""text""}, {""text"": ""Egidius"", ""type"": ""person"", ""person"": 211}, {""text"": ""."", ""type"": ""text""}, {""text"": ""null"", ""type"": ""paragraph""}, {""text"": ""A French gloss on f. "", ""type"": ""text""}, {""text"": ""122v-122v"", ""type"": ""locus_multi"", ""to_page"": 2266, ""to_folio"": ""122v"", ""from_page"": 2266, ""from_folio"": ""122v""}, {""text"": "" beneath, just readable with a quartz iodine lamp: ,se connetra' trado pro nomine (Name not readable.). "", ""type"": ""text""}, {""text"": ""null"", ""type"": ""paragraph""}, {""text"": ""A German note on f. "", ""type"": ""text""}, {""text"": ""123r-123r"", ""type"": ""locus_multi"", ""to_page"": 2267, ""to_folio"": ""123r"", ""from_page"": 2267, ""from_folio"": ""123r""}, {""text"": "" above: \""Den 4 bladene siin bier.\"""", ""type"": ""text""}, {""text"": ""null"", ""type"": ""paragraph""}, {""text"": ""Some emendations."", ""type"": ""text""}]",,,,,,"","","",
15,BOOK-DARE-M-DE-ERL-UB-210,ms,0,0,0,0,0,"0",172,"210","",Miscellany,,,I + 53,2,,"250","183",,,"2",,,"0",0,,,,"1250-01-01","1350-12-31",End of the 13th to beginning of the 14th century,,"","[{""text"": ""A composite manuscript out of three codicological sections (ff.  "", ""type"": ""text""}, {""text"": ""1r-12r"", ""type"": ""locus_multi"", ""to_page"": 0, ""to_folio"": ""12r"", ""from_page"": 0, ""from_folio"": ""1r""}, {""text"": "",  "", ""type"": ""text""}, {""text"": ""13r-44r"", ""type"": ""locus_multi"", ""to_page"": 0, ""to_folio"": ""44r"", ""from_page"": 0, ""from_folio"": ""13r""}, {""text"": "" and  "", ""type"": ""text""}, {""text"": ""45r-53v"", ""type"": ""locus_multi"", ""to_page"": 0, ""to_folio"": ""53v"", ""from_page"": 0, ""from_folio"": ""45r""}, {""text"": "")."", ""type"": ""text""}]","[{""text"": ""A folio is ripped out between ff.  "", ""type"": ""text""}, {""text"": ""36v-37r"", ""type"": ""locus_multi"", ""to_page"": 0, ""to_folio"": ""37r"", ""from_page"": 0, ""from_folio"": ""36v""}, {""text"": "" (according to "", ""type"": ""text""}, {""text"": ""Fischer"", ""type"": ""person"", ""person"": 230}, {""text"": "", two folios are missing). This was recognised by an annotator of the "", ""type"": ""text""}, {""text"": ""15th century"", ""type"": ""text""}, {""text"": "": \""defectus hic commenti sancti "", ""type"": ""text""}, {""text"": ""Thome"", ""type"": ""person"", ""person"": 584}, {""text"": "" trium propositionum, nequam rupit folium et azinus verus\""."", ""type"": ""text""}, {""text"": ""null"", ""type"": ""paragraph""}, {""text"": ""Another folio is ripped out after f. "", ""type"": ""text""}, {""text"": ""53v-53v"", ""type"": ""locus_multi"", ""to_page"": 0, ""to_folio"": ""53v"", ""from_page"": 0, ""from_folio"": ""53v""}, {""text"": "", at the end of the codex."", ""type"": ""text""}, {""text"": ""null"", ""type"": ""paragraph""}, {""text"": ""According to "", ""type"": ""text""}, {""text"": ""Fischer"", ""type"": ""person"", ""person"": 230}, {""text"": "", the parchment is uneven, particularly bad in ff. "", ""type"": ""text""}, {""text"": ""13r-44r"", ""type"": ""locus_multi"", ""to_page"": 0, ""to_folio"": ""44r"", ""from_page"": 0, ""from_folio"": ""13r""}, {""text"": "", and not fitting in size. The hair side is heavily yellowed."", ""type"": ""text""}]","[{""type"": ""section_start"", ""section_name"": ""Initial""}, {""text"": ""The initials are coloured in red and blue, the capital letters additionally entwined with lines. The small letters are coloured in either red or blue."", ""type"": ""text""}]","[{""text"": ""Text is set in two columns."", ""type"": ""text""}, {""text"": ""null"", ""type"": ""paragraph""}, {""text"": ""null"", ""type"": ""paragraph""}]","[{""text"": ""Text is written by multiple librarians. According to "", ""type"": ""text""}, {""text"": ""Fischer"", ""type"": ""person"", ""person"": 230}, {""text"": "", their writing has similar character, changing under the influence of bad parchment from f. "", ""type"": ""text""}, {""text"": ""19r-19r"", ""type"": ""locus_multi"", ""to_page"": 0, ""to_folio"": ""19r"", ""from_page"": 0, ""from_folio"": ""19r""}, {""text"": "" onward. An exception is the commentary on De Anima (ff. "", ""type"": ""text""}, {""text"": ""39r-44r"", ""type"": ""locus_multi"", ""to_page"": 0, ""to_folio"": ""44r"", ""from_page"": 0, ""from_folio"": ""39r""}, {""text"": ""), written in smaller letters, nearer to current script."", ""type"": ""text""}]","","","[{""text"": ""On the flyleaf I, on top of the page, we have an ex-libris from the "", ""type"": ""text""}, {""text"": ""15th century"", ""type"": ""text""}, {""text"": "": \""Liber Beate Marie Virginis in Fonte Salutis\"". "", ""type"": ""text""}, {""text"": ""null"", ""type"": ""paragraph""}, {""text"": ""According to "", ""type"": ""text""}, {""text"": ""Fischer"", ""type"": ""person"", ""person"": 230}, {""text"": "", the codex probably originates from a French university. The \""azinus\"" in the remark on the missing pages (see \""condition\"") supports this."", ""type"": ""text""}]","[{""text"": ""Some emendations. "", ""type"": ""text""}, {""text"": ""null"", ""type"": ""paragraph""}, {""text"": ""On the flyleaf I we have a fragment of a \""Tractatus Iuris Canonici\""."", ""type"": ""text""}]",,,,,,"","","",
16,BOOK-DARE-M-VA-VAT-BAV-Vat.lat.2985,ms,1,1,0,0,1,"0",1,Vat. lat. 2985,"",Miscellany,,,"55",2,,"282","202","50","50","2",,,"0",0,,,,"1300-01-01","1399-12-31","14th century",,"","","","[{""type"": ""section_start"", ""section_name"": ""Title""}, {""text"": ""Titles on top of the pages in minium."", ""type"": ""text""}, {""type"": ""section_start"", ""section_name"": ""Initial""}, {""text"": ""According to "", ""type"": ""text""}, {""text"": ""Lacombe"", ""type"": ""person"", ""person"": 194}, {""text"": "", the initial for the first chapter is decorated in the Italian way, with the head of a teacher inside the letter. The other initials either have acanthine leaves and varying colours, or red and blue colours and entwined little lines."", ""type"": ""text""}]","[{""text"": ""Text is set in two columns."", ""type"": ""text""}, {""text"": ""null"", ""type"": ""paragraph""}, {""text"": ""null"", ""type"": ""paragraph""}, {""text"": ""50 lines to the page."", ""type"": ""text""}, {""text"": ""null"", ""type"": ""paragraph""}, {""text"": ""null"", ""type"": ""paragraph""}, {""text"": ""Ff.  "", ""type"": ""text""}, {""text"": ""28r-28v"", ""type"": ""locus_multi"", ""to_page"": 2343, ""to_folio"": ""28v"", ""from_page"": 2342, ""from_folio"": ""28r""}, {""text"": ""  are without script."", ""type"": ""text""}]","[{""text"": ""Text is written by one Italian librarian."", ""type"": ""text""}]","","","","[{""text"": ""Corrections and glosses according to "", ""type"": ""text""}, {""text"": ""Lacombe"", ""type"": ""person"", ""person"": 194}, {""text"": "" only on ff. "", ""type"": ""text""}, {""text"": ""1r-16v"", ""type"": ""locus_multi"", ""to_page"": 2318, ""to_folio"": ""16v"", ""from_page"": 2282, ""from_folio"": ""1r""}, {""text"": ""."", ""type"": ""text""}]",,,,,,"","","",
17,BOOK-DARE-M-GB-CMG-LIB-Ii.II.10,ms,0,0,0,0,0,"0",26,"Ii, II, 10","",Miscellany,Corpus Recentius. The Cambridge Catalogue describes this codex as a latin version of various treatises of  Aristotle  and other works.,,"315",2,,"330","210","35","35","2",,,"0",0,,,,"1300-01-01","1399-12-31","14th century",,"[{""text"": ""We have two unnumbered paper sheets at the front. Of the 315 sheets, the ones after ff. "", ""type"": ""text""}, {""text"": ""38v-38v"", ""type"": ""locus_multi"", ""to_page"": 0, ""to_folio"": ""38v"", ""from_page"": 0, ""from_folio"": ""38v""}, {""text"": "" and "", ""type"": ""text""}, {""text"": ""251v-251v"", ""type"": ""locus_multi"", ""to_page"": 0, ""to_folio"": ""251v"", ""from_page"": 0, ""from_folio"": ""251v""}, {""text"": "" are unnumbered as well."", ""type"": ""text""}]","","[{""text"": ""According to "", ""type"": ""text""}, {""text"": ""Thomson"", ""type"": ""person"", ""person"": 529}, {""text"": "", the manuscript was heavily retrimmed, affecting the marginalia, and parts of ff. "", ""type"": ""text""}, {""text"": ""153r-156v"", ""type"": ""locus_multi"", ""to_page"": 0, ""to_folio"": ""156v"", ""from_page"": 0, ""from_folio"": ""153r""}, {""text"": "" are torn off. The Cambridge Catalogue describes the manuscript as in good preservation, though some leaves are mutilated, and containing many fine illuminations."", ""type"": ""text""}]","[{""type"": ""section_start"", ""section_name"": ""Initial""}, {""text"": ""The largest initial letters are depicted in gold and various colours. The other larger ones are partly in red, partly in blue. The minor letters have these same colours, alternately."", ""type"": ""text""}, {""type"": ""section_start"", ""section_name"": ""Title""}, {""text"": ""The letters of the titles on top of the pages are in alternating red and blue, like the minor initial letters. According to the Cambridge Catalogue, the name of "", ""type"": ""text""}, {""text"": ""Aristotle"", ""type"": ""person"", ""person"": 72}, {""text"": "" is not always mentioned."", ""type"": ""text""}, {""type"": ""section_start"", ""section_name"": ""Rubrication""}, {""text"": ""According to "", ""type"": ""text""}, {""text"": ""Thomson"", ""type"": ""person"", ""person"": 529}, {""text"": "", we have red or blue paraphs, as well as line-fillers and highlighting."", ""type"": ""text""}]","[{""text"": ""Text is set in two columns."", ""type"": ""text""}, {""text"": ""null"", ""type"": ""paragraph""}, {""text"": ""null"", ""type"": ""paragraph""}, {""text"": ""According to Thomson, 35 lines to the page."", ""type"": ""text""}, {""text"": ""null"", ""type"": ""paragraph""}, {""text"": ""null"", ""type"": ""paragraph""}, {""text"": ""According to "", ""type"": ""text""}, {""text"": ""Thomson"", ""type"": ""person"", ""person"": 529}, {""text"": "", f. "", ""type"": ""text""}, {""text"": ""234v-234v"", ""type"": ""locus_multi"", ""to_page"": 0, ""to_folio"": ""234v"", ""from_page"": 0, ""from_folio"": ""234v""}, {""text"": "" has no script and ff. "", ""type"": ""text""}, {""text"": ""312r-313v"", ""type"": ""locus_multi"", ""to_page"": 0, ""to_folio"": ""313v"", ""from_page"": 0, ""from_folio"": ""312r""}, {""text"": "" are mainly blank."", ""type"": ""text""}]","[{""text"": ""Text is most diligently written by one German hand, as it seems. According to "", ""type"": ""text""}, {""text"": ""Thomson"", ""type"": ""person"", ""person"": 529}, {""text"": "", it is a gothic rotunda bookhand. The Cambridge Catalogue dates the handwriting to the "", ""type"": ""text""}, {""text"": ""14th century"", ""type"": ""text""}, {""text"": ""."", ""type"": ""text""}]","[{""text"": ""The codex has been rebacked in the 17th century."", ""type"": ""text""}]","","[{""text"": ""On f.  "", ""type"": ""text""}, {""text"": ""310r-310r"", ""type"": ""locus_multi"", ""to_page"": 0, ""to_folio"": ""310r"", ""from_page"": 0, ""from_folio"": ""310r""}, {""text"": "" we have, by a hand of the "", ""type"": ""text""}, {""text"": ""14th - 15th century"", ""type"": ""text""}, {""text"": "": \""Istum textum philosophie legavit M. John Normann post decessum suum, quondam socius collegii de Balliolo Oxon., eidem collegio et supplicavit ut orent [...]\"". The remaining words are erased; "", ""type"": ""text""}, {""text"": ""Thomson"", ""type"": ""person"", ""person"": 529}, {""text"": "" additionally reads \""[ut orent] socii istius pro eo\"" and \""Carwe\"" or \""Careue\"" from the "", ""type"": ""text""}, {""text"": ""15th century"", ""type"": ""text""}, {""text"": "" at the foot of f. "", ""type"": ""text""}, {""text"": ""311v-311v"", ""type"": ""locus_multi"", ""to_page"": 0, ""to_folio"": ""311v"", ""from_page"": 0, ""from_folio"": ""311v""}, {""text"": ""."", ""type"": ""text""}, {""text"": ""null"", ""type"": ""paragraph""}, {""text"": ""According to "", ""type"": ""text""}, {""text"": ""Thomson"", ""type"": ""person"", ""person"": 529}, {""text"": "", the manuscript is in the "", ""type"": ""text""}, {""text"": ""1583"", ""type"": ""text""}, {""text"": "" catalogue of Cambridge University Library."", ""type"": ""text""}]","[{""text"": ""Few leaden emendations."", ""type"": ""text""}, {""text"": ""null"", ""type"": ""paragraph""}, {""text"": ""Very many glosses in the Physica, De Generatione, Meteorologica and De Anima."", ""type"": ""text""}, {""text"": ""null"", ""type"": ""paragraph""}, {""text"": ""Ff.  "", ""type"": ""text""}, {""text"": ""311r-312v"", ""type"": ""locus_multi"", ""to_page"": 0, ""to_folio"": ""312v"", ""from_page"": 0, ""from_folio"": ""311r""}, {""text"": "" have some logical notes. According to "", ""type"": ""text""}, {""text"": ""Thomson"", ""type"": ""person"", ""person"": 529}, {""text"": "", these are from the "", ""type"": ""text""}, {""text"": ""14th century"", ""type"": ""text""}, {""text"": "" and Landulphus is quoted."", ""type"": ""text""}, {""text"": ""null"", ""type"": ""paragraph""}, {""text"": ""According to the Cambridge Catalogue, the great number of notes are from early, but later hands and occur throughout and at the end."", ""type"": ""text""}]",,,,,,"","","",
18,BOOK-DARE-M-FR-PAR-MAZ-3473,ms,1,0,0,1,0,"0",186,"3473","",Miscellany,,0,I + 194,2,"","400","277","92","92","2","","","0",0,"","","","1280-01-01","1320-12-31",Late 13th / early 14th century.,St. Jacob in Paris,"","[{""text"": ""Quaternions of 12 folios."", ""type"": ""text""}]","[{""text"": ""After f. "", ""type"": ""text""}, {""text"": ""103v-103v"", ""type"": ""locus_multi"", ""to_page"": 0, ""to_folio"": ""103v"", ""from_page"": 0, ""from_folio"": ""103v""}, {""text"": "" four folios excised."", ""type"": ""text""}]","[{""type"": ""section_start"", ""section_name"": ""Title""}, {""text"": ""Titles on top of the pages."", ""type"": ""text""}, {""text"": ""null"", ""type"": ""paragraph""}, {""text"": ""From ff. "", ""type"": ""text""}, {""text"": ""128r-162r"", ""type"": ""locus_multi"", ""to_page"": 0, ""to_folio"": ""162r"", ""from_page"": 0, ""from_folio"": ""128r""}, {""text"": ""  the page titles are written in alternating red and blue letters. "", ""type"": ""text""}, {""type"": ""section_start"", ""section_name"": ""Initial""}, {""text"": ""Tall initials are in red and blue with elongated lines, decorated with images.  Littler initials are painted either in red or in blue also with elongated lines as decoration. "", ""type"": ""text""}, {""type"": ""section_start"", ""section_name"": ""Ink""}, {""text"": ""The ink is sometimes blackish, sometimes gleaming."", ""type"": ""text""}, {""type"": ""section_start"", ""section_name"": ""Rubrication""}, {""text"": ""Paragraphs alternating in red and blue."", ""type"": ""text""}]","[{""text"": ""Text is set in two columns."", ""type"": ""text""}, {""text"": ""null"", ""type"": ""paragraph""}, {""text"": ""null"", ""type"": ""paragraph""}, {""text"": ""About "", ""type"": ""text""}, {""text"": ""92"", ""type"": ""text""}, {""text"": "" lines to the page. "", ""type"": ""text""}, {""text"": ""null"", ""type"": ""paragraph""}, {""text"": ""null"", ""type"": ""paragraph""}, {""text"": ""Averroes"", ""type"": ""person"", ""person"": 85}, {""text"": ""' Long Commentary on  "", ""type"": ""text""}, {""text"": ""Aristotle"", ""type"": ""person"", ""person"": 72}, {""text"": ""'s Physics:  "", ""type"": ""text""}, {""text"": ""Aristotle"", ""type"": ""person"", ""person"": 72}, {""text"": ""'s textus is given  in bigger letters than "", ""type"": ""text""}, {""text"": ""Averroes"", ""type"": ""person"", ""person"": 85}, {""text"": ""'  commentary.  "", ""type"": ""text""}]","[{""text"": ""Text is written by many hands."", ""type"": ""text""}, {""text"": ""null"", ""type"": ""paragraph""}, {""text"": ""One of the hands is English."", ""type"": ""text""}, {""text"": ""null"", ""type"": ""paragraph""}, {""text"": ""At times the hands are shaky."", ""type"": ""text""}]","","","[{""insert"": ""A hand from the 15th century  (f. x4):  Ego frater Johannes de Bosco, conventus Ondegavensis (sic), confiteor esse assignatum pro magistro studentum (sic) et promitto obedientiam Deo et beate...\""\nAn inscription printed in the 17th century: \""ex bibliotheca FF: Praedicatorum Sancti Jacobi\"". So one can know, that the manuscript comes from the Dominican monastery St. Jaques in Paris. \n""}]","[{""text"": ""No emendations."", ""type"": ""text""}, {""text"": ""null"", ""type"": ""paragraph""}, {""text"": ""Some glosses."", ""type"": ""text""}, {""text"": ""null"", ""type"": ""paragraph""}, {""text"": ""One comical ornament has a picture of a raider on the gallows, which usually is  called \""Pierrot pendu\"" (which means \""Pierrot hanged\"") in Gallic language. "", ""type"": ""text""}]",,,,,,"","","",
19,BOOK-DARE-M-GB-CMG-PET-56,ms,0,0,0,0,0,"0",50,"56","",,,,,2,,,,"28","28","1",,,"0",0,,,,,,,,"","","","","","","","","","",,,,,,"","","",
20,BOOK-DARE-M-VA-VAT-BAV-Vat.lat.2067,ms,1,1,0,0,1,"0",1,Vat. lat. 2067,"",,,,,2,,,,"28","28","1",,,"0",0,,,,,,,,"","","","","","","","","","",,,,,,"","","",
21,BOOK-DARE-M-DE-KAS-LMB-fol.med.7,ms,0,0,0,0,0,"0",163,fol. med. 7,"",,,,,2,,,,"28","28","1",,,"0",0,,,,,,,,"","","","","","","","","","",,,,,,"","","",
22,BOOK-DARE-M-VA-VAT-BAV-Pal.lat.1111,ms,1,1,0,0,1,"0",1,Pal. lat. 1111,"",Medical miscellany,,,"88",2,,"325","230","28","28","1","230","150","0",0,,,,"1200-01-01","1399-12-31","13th - 14th century",,"[{""text"": ""A mistake in the foliation on f. 42, where somebody missed to count the folio. The total count of  pages is thus 88."", ""type"": ""text""}, {""text"": ""null"", ""type"": ""paragraph""}, {""text"": ""1-41.41a-87."", ""type"": ""text""}]","[{""text"": ""11IV^7"", ""type"": ""text""}, {""text"": ""null"", ""type"": ""paragraph""}, {""text"": ""Reclaimers for the layers and their counting. "", ""type"": ""text""}]","[{""text"": ""Some pages have defects in the margins."", ""type"": ""text""}]","[{""type"": ""section_start"", ""section_name"": ""Initial""}, {""text"": ""Tall fleuroneé-initials with filigree ornaments. Rubrification is not completed."", ""type"": ""text""}]","[{""text"": ""Text is set in "", ""type"": ""text""}, {""text"": ""2"", ""type"": ""text""}, {""text"": "" columns. The measures of the box of script are "", ""type"": ""text""}, {""type"": ""dimension"", ""width"": ""150"", ""height"": ""230""}, {""text"": ""null"", ""type"": ""paragraph""}, {""text"": ""null"", ""type"": ""paragraph""}, {""text"": ""51-61 lines to the column"", ""type"": ""text""}]","[{""text"": ""Text is written by one hand in a textualis handwriting."", ""type"": ""text""}, {""text"": ""null"", ""type"": ""paragraph""}, {""text"": ""Glosses in the margins by hands from the 14th century."", ""type"": ""text""}]","","","[{""text"": ""The manuscript was in the Heilig-Geist-Kirche since 1438."", ""type"": ""text""}]","[{""text"": ""Some additions to the text on f. "", ""type"": ""text""}, {""text"": ""72v-72v"", ""type"": ""locus_multi"", ""to_page"": 3183, ""to_folio"": ""72v"", ""from_page"": 3183, ""from_folio"": ""72v""}, {""text"": "". After this folio the hands can be dated to a later time."", ""type"": ""text""}]",,,,,,"","","",
23,BOOK-DARE-M-AT-ADO-STB-93,ms,1,1,0,0,1,"0",206,"93","",Medical Miscellany,,0,"136",2,"","325","420","28","28","1","","","0",0,"","","","1300-01-01","1399-12-31","14th century",Bologna (?) and Admont,"","","","","","","[{""text"": ""The binding was restored in 1958 by Eleonore Klee."", ""type"": ""text""}]","","","[{""text"": ""A manuscript in three parts: "", ""type"": ""text""}, {""text"": ""Part 1\t("", ""type"": ""text""}, {""text"": ""1r-94v"", ""type"": ""locus_multi"", ""to_page"": 0, ""to_folio"": ""94v"", ""from_page"": 0, ""from_folio"": ""1r""}, {""text"": ""): Pergament  "", ""type"": ""text""}, {""text"": ""Part 2\t("", ""type"": ""text""}, {""text"": ""95r-128v"", ""type"": ""locus_multi"", ""to_page"": 0, ""to_folio"": ""128v"", ""from_page"": 0, ""from_folio"": ""95r""}, {""text"": ""): Paper, Admont "", ""type"": ""text""}, {""text"": ""Part 3\t("", ""type"": ""text""}, {""text"": ""129r-136v"", ""type"": ""locus_multi"", ""to_page"": 0, ""to_folio"": ""136v"", ""from_page"": 0, ""from_folio"": ""129r""}, {""text"": ""): Parchment "", ""type"": ""text""}]",,,,,,"","","",
24,BOOK-DARE-M-GB-OXF-MER-225,ms,0,0,0,0,0,"0",31,"225","",,,,,2,,,,"28","28","1",,,"0",0,,,,,,,,"","","","","","","","","","",,,,,,"","","",
25,BOOK-DARE-M-IT-VCE-MAR-Z.L.250,ms,0,0,0,0,0,"0",129,Z. L. 250,"","Averroes, three Commentaries and De Substantia Orbis",,,"101",2,,"330","218",,,"2",,,"0",0,,,,"1300-01-01","1399-12-31","14th century",,"","","","","[{""text"": ""Text is set in two columns."", ""type"": ""text""}, {""text"": ""null"", ""type"": ""paragraph""}, {""text"": ""null"", ""type"": ""paragraph""}]","[{""text"": ""Text is written by one librarian."", ""type"": ""text""}]","","","[{""text"": ""In the De Anima commentary, f. "", ""type"": ""text""}, {""text"": ""2r-2r"", ""type"": ""locus_multi"", ""to_page"": 0, ""to_folio"": ""2r"", ""from_page"": 0, ""from_folio"": ""2r""}, {""text"": "", we have a note by a later hand: \"""", ""type"": ""text""}, {""text"": ""Averrois"", ""type"": ""person"", ""person"": 85}, {""text"": "" super libris de anima et de generatione et corruptione: liber "", ""type"": ""text""}, {""text"": ""B. cardin. Tusculan"", ""type"": ""person"", ""person"": 116}, {""text"": ""\"". "", ""type"": ""text""}, {""text"": ""null"", ""type"": ""paragraph""}, {""text"": ""The Biblioteca Nazionale Marciana dates this codex of cardinal "", ""type"": ""text""}, {""text"": ""Bessarion"", ""type"": ""person"", ""person"": 116}, {""text"": "" to "", ""type"": ""text""}, {""text"": ""1468"", ""type"": ""text""}, {""text"": ""."", ""type"": ""text""}]","[{""text"": ""The text of the De Anima, is distinguished from its commentary by larger letters. This text has few notes from various periods in the margins, while the others have none.  "", ""type"": ""text""}]",,,,,,"","","",
26,BOOK-DARE-M-DE-ERF-AMP-CA.2o77a,ms,0,0,0,0,0,"0",82,CA 2° 77a,"",,,,,2,,,,"28","28","1",,,"0",0,,,,,,,,"","","","","","","","","","",,,,,,"","","",
27,BOOK-DARE-M-US-JBK-BNC-60,ms,0,0,0,0,0,"0",17,"60","",,,,,2,,,,"28","28","1",,,"0",0,,,,,,,,"","","","","","","","","","",,,,,,"","","",
28,BOOK-DARE-M-IT-FLR-BML-Plut.84.04,ms,1,1,0,0,1,"0",95,Plut. 84.04,"",Miscellany,,,"256",2,In folio,,,"25","25","1",,,"0",0,,,,"1300-01-01","1399-12-31","14th century",,"","","","[{""type"": ""section_start"", ""section_name"": ""Initial""}, {""text"": ""Initials in various colours, some with pictures, the first showing a franciscan monk offering a book to Christ (cf. f. "", ""type"": ""text""}, {""text"": ""1r-1r"", ""type"": ""locus_multi"", ""to_page"": 3233, ""to_folio"": ""1r"", ""from_page"": 3233, ""from_folio"": ""1r""}, {""text"": "").   "", ""type"": ""text""}]","[{""text"": ""Text is set in one column."", ""type"": ""text""}, {""text"": ""null"", ""type"": ""paragraph""}, {""text"": ""null"", ""type"": ""paragraph""}, {""text"": ""25"", ""type"": ""text""}, {""text"": "" lines to the page. "", ""type"": ""text""}, {""text"": ""null"", ""type"": ""paragraph""}, {""text"": ""null"", ""type"": ""paragraph""}, {""text"": ""Averroes"", ""type"": ""person"", ""person"": 85}, {""text"": ""' long commentary  on "", ""type"": ""text""}, {""text"": ""Aristotle"", ""type"": ""person"", ""person"": 72}, {""text"": ""'s Physics is  given in form of marginal glosses by a later hand."", ""type"": ""text""}]","[{""text"": ""One hand."", ""type"": ""text""}]","","","","[{""text"": ""Many notes and glosses in the margins and between the lines in the whole manuscript.  This is also the case for "", ""type"": ""text""}, {""text"": ""Averroes"", ""type"": ""person"", ""person"": 85}, {""text"": ""' long commentary  on "", ""type"": ""text""}, {""text"": ""Aristotle"", ""type"": ""person"", ""person"": 72}, {""text"": ""'s Physics."", ""type"": ""text""}]",,,,,,"","","",
29,BOOK-DARE-M-DE-ERF-AMP-CA.8o16,ms,0,0,0,0,0,"0",82,CA 8° 16,"",,,,,2,,,,"28","28","1",,,"0",0,,,,,,,,"","","","","","","","","","",,,,,,"","","",
